label,sentence
1,sunday monday leave love realize
1,half hour wait cool arrive sign
1,baby wait miss month home boyfriend friday college
-1,kid call message
-1,http photo
1,summer rain run mile
1,stuff hurt
1,pay price
-1,time run omg cry tear
-1,follower pay day vip add train
1,tonight run water
-1,run http send
1,heart attack
1,hate bout feeling miss night call sleep
1,week send player dvd
-1,hey lol
1,start worry
1,time wait type haha
-1,god guy
1,tonight family live day pack chri cat
1,sigh miss party sit computer
-1,star night week hour run alarm
1,move lol haha
1,mileycyrus live mtv award vote movie rock wanna
1,summer bed
-1,follower follow listen rock btw
-1,mileycyrus fan miley wait love tonight happen picture matter
-1,star love meet http food twurl
-1,luck exam
1,pic upload house music lose
-1,decide watch night
-1,head lol dad round
-1,night prom wake
-1,sun window
-1,time guy
-1,video tomorrow
1,wake tomorrow
1,meet greet haha kiss
1,wine enjoy drink
-1,rest wake church
1,tonight weekend talk month
1,sigh week time sleep weekend school wake finish
1,text love http dad bye
-1,time blog friend
1,meet time guy
-1,follower pay day vip add train
1,eye head night thursday mother
-1,sneak lol time blast drink hang
1,happen hour sit update
1,time change love
1,watchin movie watch sleep
-1,bring hour wake tho
-1,pic day people morning town win sign
1,headache wake nap
-1,meet day head drink wednesday london
-1,hey time haha
1,girl realize miss
-1,peep day tweet sister brother
1,rest feel baby
1,shower day water gonna stop smell surprise dinner
-1,kid http grow
-1,rest night game
1,damn feel crap class bell taco
1,card home night sleep
-1,guess guy post finish jona joe
1,wait fun hope
1,hear home
-1,follower pay day vip add train
-1,haha tomorrow tho
-1,yay miss bit
-1,family play wius
-1,mine time night friend world afternoon celebrate lot birthday
1,start time stuff facebook
1,time http win tweet play gonna lose
1,friday enjoy boy
1,baby family girl month lose
1,sell http bit plan car
-1,hit hey lol wow month ohh
-1,suppose time friend sister
1,summer monday start miss visit school friend
1,lunch friend facebook
1,weekend life hate feel death
-1,week start nxt lol exam
-1,time beer music
1,bit exam
-1,eat haha
-1,http guy bit
-1,dude hey miss lol hope concert david archuleta
1,phone die
1,fail feel son dad
-1,sell bit
1,day time notice
1,home sleep tho
-1,energy lol http love
1,tuesday school internet haha
-1,code time fun hope lot test app
-1,sunday time
1,week listen dance sleep cry
1,night exam
1,party grad start wait hope fall chair
1,gym tomorrow
-1,happen wat
1,garden beer
1,book buy night twilight sleep mom
-1,move start stuff head morning pop
1,weekend shopping rain yesterday load fun
-1,ipod day listen
1,week movie
1,ugh love movie tear
1,day tmrw babe miss business travel gotta couple
1,chri day home dinner
1,hill tree hate feel
-1,city http sit bit band
1,sun beach
-1,life day enjoy tweet twitter lol shopping gosh
1,happen lot
1,god tomorrow btw
1,shower lol tomorrow lunch gotta
-1,email address message send idea
1,hey job music
-1,chance win vote
1,house lol shop club
1,talk phone hope break bear
1,tea drinking
1,sun time spending
1,night bit
-1,note check people
1,trend topic
-1,fix morning ipod mood
-1,soo haha video
-1,walk time kid school morning crack job mention
1,time bed alarm
-1,people bunch
-1,twitter friend support
-1,twitter night call love
1,monday break
-1,catch hear story
1,time visit news
-1,bout day bug wake
-1,lookin lol dont stay
1,weekend guess bed
-1,baby wait night wife wow dad
1,bitch night love http check bit video club
-1,bout call idea
1,email hey day internet reply leave decide
-1,time read tweet
-1,miley song wanna taylor write
1,stage guy lol decide head home
-1,wash love ugh people brother
-1,tweet break foot
1,watch sport sleep
1,family hear prayer
-1,time wait hope haha beat
-1,airport leave haha
1,hear time call
1,meet talk coffee time night
-1,tonight day spend fam mother rent
1,door car break
1,evening night lol gettin
-1,hate wear pants
-1,sigh wait buy stuff fall
1,link post
1,miss tho
1,pay job money http shame bit
1,mileycyrus miley
1,stuff tomorrow
1,wear shoe
1,tuesday week day love car lady wash
1,follow people sleep
1,monday friday wait holiday concert
-1,party hear blast
1,time sleep
1,tonight hey miss guy hope love
-1,reply guy
1,dream love stuff song
-1,celebrate bday
-1,read tweet fun tomorrow delete
1,start rain sound
1,hour crap twitter check sleep bore
1,answer phone people text
-1,start drive
-1,time event gig lol music friend
-1,leave miss home trip wake tomorrow
1,eye day home cuz
-1,talk day time tweet
-1,feel heart lol beat
1,project finish
-1,time eat movie
-1,idea home night morning kiss
-1,hour line
-1,card day http win gift save
1,day http
1,day boo miss wake wat morning
1,dont home school tomorrow
1,pay tomorrow parent
1,cool feel walk start sit lose weight stomach
1,baby day yesterday boy cuz couple
-1,eye sleep ive wanna movie
1,email internet phone twitter
1,happen yesterday
1,hour fun drive headache wake
-1,time win reply twitter question
1,day hope call tear
-1,rest read morning reading goodnight
1,boyfriend miss talk alot
-1,day wife team food fun pack dad bag
-1,realize play song
-1,follower follow
1,meeting home morning sit garden school sunshine
1,talk week mom post
1,text lol hurt
-1,meet hope sister site xxx
-1,text bed movie
1,drive people
-1,minute twitter
1,awww feel lol wow http mypict
1,tune listen lol ipod fall change allen kris
-1,follower pay day vip add train
1,suppose week lunch office
-1,word hear stuff
-1,text twitter lol
-1,day feel
-1,heart beat
-1,hit weekend buy gonna
-1,mind talk lol write
-1,day hurt chicago
1,monday day break heart season finale
1,fix gonna cry
-1,stress exam
-1,film lol love play hero
1,lil http lol pic suck mail
1,computer play guess xbox
1,home headache
1,swift listen song taylor hey
1,email read
1,happen dont wanna concert
-1,john lol ticket
-1,dream hope wedding luck
1,house drop dad
-1,day wedding bar
-1,clothes lol night lay
-1,day sit enjoy weather twitter
-1,tonight read forget
1,charge lol ipod hear talk tho ride
1,week day weather bless
-1,life hope continue nite
1,myspace song
-1,day stay fun lol
-1,mother lol church blow
-1,dream night road trip
-1,day dream wow follow bike tour power training
1,watch mom grow love choice
-1,play call
1,tonight life sister suck guess lil swift taylor
1,write essay
1,day feel hope
1,yoga class
1,thunder storm
-1,paint nail
-1,live concert month lot wow
1,boom pow cut love fall bit video
1,computer friend
1,watch miss lose love
1,guy hope people break
1,til hour hate
-1,moment love touch husband bit yeah
1,episode watch eye heart break
1,day time head fun
1,issue time site vote sleep tom
-1,hey time leave enjoy relax
1,fix computer download
1,feel weather night friend morning
1,book check
1,day brother gonna mood tomorrow
1,life suck feel people
-1,mom people
1,listen play yeah
1,hate fan
-1,hope shirt love
-1,bring haha
-1,tonight day wait gonna wife spa
1,party brother
-1,life day lol death
-1,realize buy book amazon list
-1,player dvd road trip
1,sister eat
-1,world http twitter people laugh
-1,book watch lol gonna kill
1,vid watch phone
-1,happen haha
-1,time lot
1,check people
-1,hear hope
-1,sunday wait play til song concert
-1,shopping time dinner sister brother
-1,decide leave stop
1,team home feel
1,cover lol code morning
-1,happen party hey house night saturday dance thinking
1,catch hope care sign
1,realize talk read
-1,time jonasbrothers heart love jona
1,live time fix window
-1,start movie learn laugh
-1,hear time idk
1,omg car
1,brother jona school hang
-1,weekend wait friend nyc spend
1,sun sunday day afternoon
-1,day time afternoon power gonna nap allen kris
1,tune stay http thx follow page change
1,baby life omg
1,share day happen world person exam
1,day leave night class
1,list check tomorrow
-1,time feel
1,bitch hate people call wake
-1,follower pay day vip add train
-1,brain feel half eat morning nose breakfast
-1,idea love send inspire garden sunshine
-1,didnt night drink wont forget manage
-1,walk lol idea twitter
-1,girl world feel love speak john
-1,party home
-1,hit http job video
-1,time brother
-1,arm lol history tomorrow dream tan bit
-1,yay girl live feel night movie city
-1,laker nba
1,beach rain tan pour
1,beach walk watch
1,care lol scare dream cuz
-1,episode watch voice
1,fail epic
-1,talk message
1,start wanna head home sleep mood
1,mtv lol
-1,rain listen watch car
-1,email address reply message send youtube post guess
1,start fall sleep
-1,time wait surprise
-1,stuff gonna
-1,rest day lol history handle
-1,hit time call
1,weekend city night park church
1,drive call
1,eye start hurt tweet haha tour
1,eat dinner
-1,god song
-1,read tweet
-1,live miss love
-1,watch change
-1,fan love album
-1,baby love hahaha nick joe hahah sooo
-1,city love teacher play finish
-1,follower pay day vip add train
1,hun lol job month haha tho
-1,hear hope
1,girl time feel hope talent britain
-1,feel ride bit morning
1,gonna friend
-1,summer start haha figure flick chick
-1,band rock
-1,omg lol call friend lmfao
1,listen album wait home window
-1,day smile morning
-1,day pump leave song record
1,grow friend
-1,bout day home book page read
-1,ppl feel happen kinda deserve
-1,hair day read sit concert
-1,hair guy fall
1,sigh miss reason lot
1,yesterday car crash
1,hurt head night sleep
-1,lol hope def movie
1,ppl feel cuz
1,pic stuff wait camera post ugh die
-1,lie day release gotta info tomorrow
-1,week couple
1,didnt win love dress congrat
1,hour school tomorrow lesson
1,pill sleep tomorrow
-1,blip hear day http tune
1,hour day run miss night kill wedding photo
1,girl day gossip trip david pari
-1,follower pay day vip add train
1,weekend monday day school dont
-1,sun morning session dinner
-1,reason day leave head play
1,day boo car hmm
-1,background twitter realize gotta client upload
1,suck watch angel boo
1,realize week forget exam
1,realize guy friend cut
-1,job feel
-1,suck hope vacation
-1,rest read lol meet twit
1,summer week hope
1,girl feel trip awww
-1,hannah movie wait brother jona gonna rock
-1,party lol wasnt bottle win bag
-1,day chance sleep office
1,happen day rain bike
-1,summer house day kid wait finish arrive celebrate
-1,mind haha
1,share time mom play
1,xoxo lol plz follow talk listen call vote
-1,day math school band trip test tomorrow
-1,time night sleep
1,haha yeah finish
-1,girl haha suppose bell taco
1,credit card follower twitter spam lot damn
1,sigh week
1,week pain stomach
-1,baby day time bed pass
-1,yay twitter lol love dude drink
-1,tonight girl hit
1,walk leave talk brother dad
1,week miss people cat
-1,expect love orlando laker kobe team magic luck
-1,hey day lol fool mess
1,boyle susan feel lose
-1,watch enjoy game kinda
-1,move morning
1,party birthday
-1,idea haha
-1,http shoe link lot
1,suck miss guess gonna tomorrow
1,catch hope lot
-1,figure phone hate god music tomorrow
-1,life bit
1,eat http night
1,spear britney june concert
-1,happen feel death god heart
-1,watch dog
-1,diet day start tomorrow
1,house car
-1,idea love throw play
1,talk people call movie touch
1,day brand sleep nite gettin
1,weekend week time town leave fun pack
-1,bout time night
-1,miss tweet head
-1,lunch watch cable
1,hear week car bed pick
1,summer camp wait guy night youtube download
-1,talk phone
1,happen hope people
1,hate forget mention
-1,follower tweet hit
-1,week buy enjoy friend lot
1,expect love
-1,night love
-1,yesterday http reply twitter post blog check celeb
-1,read wait
1,museum night mum decide
1,watch guess park movie
-1,start rain fall cry haha sky hand
1,hate day sleep
1,mileycyrus hey tour love date australium
-1,mtv award vote luck
1,week site miss drive
-1,hey hope call
1,day stay revise spend
1,page miss job weather
1,fail epic
-1,video post
1,tune stay phone night fuck
-1,hear btw love katy perry version visit
1,wait rock
-1,decide stay boy
1,family miss
1,leave month spend morning
1,house kid neighbor food hope
-1,hit haha video
-1,touch hope body picture
-1,time money travel lol
1,aww dont dream fall bed
1,lunch dinner
1,piss time realize house home didnt
1,machine wash
1,day computer gonna act
1,channel love
1,yesterday phone people
1,girl miss
1,weekend week stop wear
1,email address phone check send
1,album mitchelmusso hope gonna tomorrow
-1,hour math break
-1,watch head lol movie
-1,day hannah enjoy notice daughter
-1,summer plan trip
-1,trouble lol eat fun hope
-1,summer fun love track sound mess alot
1,gym sleep
-1,time hurt promise
1,move change mind
-1,rest tomorrow
-1,life time fun
1,move twitter hey spam
1,weekend pack forget
1,wtf day hate morning yall college
-1,hour stop twitter access
1,bring family fun hope park
1,tonight time travel
-1,game call
-1,dress haha stuff
1,kick night sleep
-1,theme love bout miss head
1,fix miss love start gotta
-1,hope person post
-1,follower pay day vip add train
1,care people run business send info
1,ass home break stick
-1,bbq day time friend follow stick
-1,tonight wanna sleep bore
1,live suck ass car
-1,competition win
-1,cream day ice hell wake
1,summer live dont
-1,fan time music son band spend
-1,fit wius buy wait finish
-1,yay buy stuff
1,card home drop
-1,flatley stavro
-1,shoot day war walk quote dad
-1,save http
-1,leave http night office photo
1,catch sleep
-1,talk kid eat
1,beach walk fun home hurt knee boo ride
-1,hehe lol exam
1,miss month
1,hour luck wake
-1,sun weekend leave weather home exam finish saturday
1,bnp seat
-1,fan time reply wow
-1,ppl follow twitter morning stop song food spam
-1,day kid yea lol feed finish
-1,chance hope twitter client
-1,wine watch glass enjoy cream ice home
1,disney love win mail trip
-1,idea haha wanna
-1,july home parent visit
1,figure people
-1,weekend house hour leave head home packing
-1,pic time life
-1,yesterday school
-1,time moment smile lol morning
-1,hour class morning
1,eye morning apple iphone crap drop
-1,rest day spend morning tomorrow pool race run saturday bike
-1,start buy stuff fun couple
-1,fun bed movie
1,tonight play
-1,figure guess
1,cry bit head
-1,pass love play sing
-1,day start run jus tho
-1,follower follow hope
1,run car time tho tire energy
1,day hope morning
1,phone iphone yeah app write
1,realize talk minute hell
-1,couch sit week
1,beach night storm dream wash
-1,life wait feel
1,note check
-1,meet day
1,day tweet concert night respond
-1,time cut type love
-1,king burger fan lol people food taste
1,delete twitter stay respond
1,friday guess tho
1,meeting start wait update
1,block twitter plz hate
1,scene watch time cut boo agree finish
-1,ppl follow
-1,feeling bit
-1,bring miss tomorrow book test
1,feel mood
1,mom church
1,stay minute bed
1,people cuz
-1,brazil love game
1,time kid sound cat break matter
1,week night
1,sun time hurt car tear knee
-1,shit ppl hate start change
-1,hurt hope
1,laptop break
-1,dont love
-1,weekend wow wait head pack send
1,tour guy love canada
1,start people line myspace
-1,time crap home drive
-1,miley nick song luck write
1,tonight buy coffee
1,week hour lol holiday tired
-1,live beach school
-1,cool lol haha smell
1,didnt watch kid finish
1,week game hope
-1,hehe watch haha award
1,dance love daughter
-1,night lol call tomorrow
1,contact phone talk lose
-1,page tweet twitter
-1,mileycyrus award song vote movie love
-1,day bed
1,http car
-1,plan tomorrow drive
1,party goin sister leave lol god
1,city wait plane finish
-1,pay watch wait movie theater wolverine person
-1,wine time shower home hurt foot bath
1,sister sleep wake
1,move feel run dog
-1,watch reply guy love video
1,hurt stop
-1,family dinner shopping grocery
1,rest friend god bless heart
1,reason twitter lol mate hurt add
1,minute sleep wake
1,fix sleep
-1,day money http offer
-1,baby http
-1,stop feel love yeah learn
-1,awww love shoe
-1,leave cuz
-1,drink people sleep
-1,haha hang dinner
1,job yeah
1,pay leave tax
1,start school
-1,girl meet run coffee
1,myspace music
-1,hour movie
1,move tomorrow luck
-1,twitter stick
-1,follow lol lot
1,talk phone
1,meet time leave lake plane
-1,wow guy twitter night hope update wake
-1,background twitter yeah
-1,tweet lol power
-1,pic day fun atl fam hang
-1,time listen stuff support love
-1,page check update web stuff
-1,day run win
1,blip http saturday miss shout
-1,beach lol plz laker visit
-1,rest fun lot pic send blog
1,fan lol movie wow ass smell david blow
1,decide lol friend movie nite
1,mom fuck school sleep tomorrow ride
1,sun beach shine
1,job enjoy
1,dont tweet tom
-1,http lol
-1,cream ice
-1,tweetdeck twitter change
-1,sun summer yesterday sky call
1,summer live job
1,food dinner
1,hug hour sit
1,time log
-1,day plan weather kinda
1,ipod buy waste money plan wanna
1,day leave
-1,channel video
-1,xoxo lol
-1,tonight win
1,cav win beat
1,day san vacation jose
-1,day father buy money dad love
-1,kid world
-1,friday miss class kid college
1,play tomorrow
-1,sunday saturday leave love wednesday
1,home gonna exhaust nap
-1,people lot
1,pay price
1,ppl lot food
-1,bit break
1,summer hour time run exam lunch road
-1,yay time lol aww follow voice nxt
1,camera night food forget dinner
1,move bed ugh lay
-1,ipod shuffle leave song night wow wake middle
1,feel hope hang
-1,hug day friend tomorrow goodnight
-1,race lol hope mix
-1,pic hey send
1,sunday wait hill episode lauren season finale
1,watch dvd cuz
1,move hour myspace comment
-1,peep time land flight hope
1,ipod die battery
-1,mileycyrus tour ticket sale world
1,beach home lunch
1,sound hope
-1,care fun weekend
1,week suck time brother miss kinda call friend
1,miss people school
-1,boy win award
1,leave money gotta
1,tonight laker night play lose cav team
1,house bed
-1,fail sleep plan nap
1,wait omg gonna friend love
-1,yay feel tweet love catch blog
-1,cool lol follow check
-1,play call
-1,hahaha hope wake break
-1,talk wait miss
-1,sing love
-1,touch people notice
-1,food dinner
1,suck spend
-1,hour watch mom spend
1,lunch night road
-1,age twitter figure page stick
-1,yay life hour day sleep
-1,follower feel
1,hour wait eat food sleep
-1,money hope twitter folk
1,hate buy omg
-1,follow person love disney
-1,time leave practice love
-1,girl care hope luck finger
1,release date update break app store
1,realize start play save
-1,math exam morning watch hope
-1,life suck haha
1,finger lol love
1,day tmrw tour
-1,design lol idea
-1,girl beach miss twitter love tomorrow status
-1,follower pay day vip add train
-1,omg gonna dad
1,miss weather nyc cuz
1,realize http
1,move live night lot wake dream
-1,didnt day damn school tweeter tomorrow
-1,weekend time fun guy pop
1,laptop computer
-1,word hey time tomfelton http spread vote votetom bit
-1,catch guy
1,girl realize gossip http forget record
1,suck run
-1,hour start fun drive road
-1,card week
-1,xoxo hey fan
1,day lunch luck gonna sandwich
1,time wait sleep bore
1,carradine david watch kill
-1,hear job lol hope wat
-1,meet lol sister mom hahah
-1,address send feel
-1,god head
1,kid bed
1,mileycyrus friend move summer happen
1,tummy ache stuff head gotta
1,girl house
1,beach home food stick
1,conference press talk listen
-1,chocolate chip
-1,summer day june miss school break
-1,time fun sleep lot
-1,bout talkin
1,happen night
-1,house stuff wait night hang dream pack
-1,sunday day enjoy morning walk dog matter
-1,phone message lol love txt
1,life start
1,care guess guy chance
1,people stick
-1,buy ticket line
-1,tonight rest day run tomorrow weight
-1,email message send
1,day miss friend remember birthday
1,tweet message
-1,tonight family hill day night morning message
1,tuesday weekend week gotta kill test
1,suck food
-1,watch stay excite night tomorrow
1,wow night plant garden cat
-1,word http online wait game play win chat
1,suppose rain weather
-1,til wait miss series catch
-1,read love
-1,follower pay day vip add train
1,box jack
1,tonight day rain hope jus
1,day miss cry swimming gonna love dinner
-1,card day win call
-1,follow love
1,hurt fall lol chair
-1,hug day heart
1,walk day fun happen tooth throw
-1,walk rain feel goin sister dance exam
-1,house friend dad
-1,blip day http lol
1,start wait leave lol exam
-1,move cry fun lol woman video send
-1,ipod listen miss music yesterday lose bus
-1,summer guy eye stage jonathanrknight lose
1,computer break
1,hate home call
-1,page load http click guess
-1,day person
1,desk sit
-1,start play btw
-1,kick ass
1,house rain wait
-1,fuck call
-1,enjoy trip
-1,friday mom
1,boat day weekend rain
-1,reading love fan follow woman
1,cell phone text
-1,site check hope game remember tomorrow nite
1,wow game night play friend fight
1,cream ice love
1,fan http tweet vote guy bit promote wont david
1,lol nap
-1,walk day weather hope sale
-1,cook david love aww talk cry davidarchie
-1,tonight bring shit start lol
-1,eat friend
1,friday yeah
1,day run feel
-1,share wait hahaha hate thursday
1,sit morning god
-1,time listen song play love
1,tea love pay movie boy
-1,award win vote
1,fun movie
1,hate day body class wake
-1,lil leave lol ive pick
-1,suppose haha understand reply
1,run forget
1,life wanna
1,miss call
-1,time fuck lol gonna sleep
1,move house love pic youuu
-1,hear speak
1,day song home drive gift
1,episode week wait meet mother couple
1,tour hope
1,hate day feel waste
-1,phone twitter
1,hear song
1,watch home gonna
-1,bring movie love dvd
-1,thx follow leave money
1,hour coffee time leave food morning
1,wait feeling home
-1,yay guy hope aww blast weather
1,server time wow download
-1,day team game win night train play soccer
1,week internet connection
-1,lol yeah video
-1,summer beach sit
1,tonight sleep post sound
1,bus feel bed
-1,thx day
-1,word lol friend lookin chillin
1,stuff home packing
-1,shift night call tire
-1,http bit link video
-1,hey time watch laugh
-1,plan miss twitter lol chillin sum
-1,watch wait btw love
-1,load love support
-1,god enjoy praise morning sunshine
1,happen week lol shame
1,mileycyrus miss gonna guy
1,fan message write
-1,arm leg love
-1,twitter xxx love
1,dance fun night gig ruin
-1,chance miss win federer news lose
1,time blast night
-1,hour wow home traffic
-1,time ugh night bed gonna sleep
-1,demus lovato listen radio chance sonny
1,happen day suck
-1,hear watch people laugh
1,day haha
1,hug friend
1,week run wake
-1,day saturday song hell tweeter tomorrow post
1,star day trek movie birthday
1,antonio san
1,week head month
1,walk start time college dad
1,eye feel head explode ache
1,day stress book game miss fuck wont exam
1,summer holiday spend
1,party watch graduation finale
1,idea write yeah
-1,lol luck practice morning tomorrow tho
-1,miss guy lol woot
-1,week start
-1,stop smile guy
1,tweet sleep wake
-1,follower feel reply
-1,airport love plane tom
1,ear feel hold bit
-1,hear hope add excite
-1,watch stay weather stick
-1,life week wait change spend
-1,week leave lot
-1,job love couple
-1,library day book pick hand island
1,book read
-1,death love miss sleep taylor goodnight
-1,lookin day hope wake
1,vote hope shame hell
-1,kid remember
1,weekend god enjoy home ticket
1,article read talk
-1,time blast feel headache music gonna
1,day time lol graduate
-1,land lol guess
1,speak love heart break loved
-1,time stuff
1,girl break eye contact
-1,bring tear eye contact
1,live suck miss luck damn
-1,hook lol twitter haha
1,sound wait phone
1,leave people
-1,feel gonna beat
-1,job god praise
-1,cover song version enjoy guy hope
1,plan feel bit tomorrow shame
1,hair start feel love didnt yeah
1,boyfriend miss love hour
1,block people stand story facebook link learn
-1,album guy lol sound job title
-1,catch miss fun luck
1,talk yesterday
-1,summer week wanna haha vacation
1,feel guy play sleep
1,pic day twitter upload hate link
1,plan eat change peanut rice
-1,summer week start leave holiday tomorrow
1,omg http feel hope bit pray
1,walk run home lol drink
1,fail math test
1,girl listen
1,house smell
1,plan time idea
1,son night
1,grade school class daughter
1,guy drive love afford
-1,jay leno run gotta
-1,life mind
1,change people remember matter
-1,move week town
-1,guess bit sleep morning
1,baby lol play idea computer
-1,tonight party friday night
-1,cover lol hope update
1,weekend time fun
1,hey miss
-1,mother lol gonna date
-1,tweet lot
1,tonight saturday wanna people
1,live feel haha
1,day rain dance weather
1,talk miss twitter hope luck
1,aww http night pick
-1,ipod song
1,feel lol yeah dvd
1,girl omg video
1,week start leave hell exam couple tomorrow
-1,hair die
1,dream wake
-1,ppl lot blog money
-1,move dad
1,feel guy
-1,lil lol world dat
-1,time clothes
-1,relax love guy deserve
-1,mind bit mom
1,day death
1,hate eat ugh night
-1,day photo spend
-1,lol haha
1,arm hurt neck foot
1,theater movie
-1,site link post
-1,life wow hope
1,team watch game win play guess
-1,follower pay day vip add train
1,game nba
-1,tonight summer party day start lol school friend vacation
-1,online http friend
1,kid fun load bunch
1,stay guy haha
1,text phone send picture
-1,airport drop
1,google search engine
-1,http bit
1,puppy dog wake church
1,hour leave omg alarm sleep wake
1,bitch hate fuck mom hope
1,day time miss
1,start phone text message
-1,care day twitter lol june bit exam
-1,cool haha hear sing idea blog
1,car check
1,pool swim run morning foot
1,thursday hope flight tweet
-1,world goodnight
1,sound fun tho
-1,tweet head
1,girl meet friend
1,day night gotta morning
1,album tour
1,nose throat
-1,weekend day ride lol love fire
-1,dont love boy mama jus
1,dog guess
1,bite mosquito
-1,text haha remember
-1,week plan wait night friend morning dinner
1,laptop computer miss chat fun
-1,sunday day wait pay minute country
1,enjoy lol
-1,day fun hope tomorrow
-1,time fun hope congrat finish
1,follow twitter
1,tonight miss lol aww bore
1,miss hope
-1,follow tweet morning
-1,lil bit twitter bed
-1,week wait school holiday couple
-1,gonna store
-1,hour read text leave send message
1,pay morning wow tire
-1,live meet
-1,follower pay day vip add train
-1,hour stop twitter
-1,yesterday fun lot
-1,fan lol interview info post
-1,week start camp time head pack trek daughter
1,time touch home train wat
-1,tonight love youu babe trust
-1,day page load win fun hope
1,loss lose feel month
1,die bit
1,kick ass
1,summer day camp hope isnt swimming
-1,blast fun night hell hangover
-1,bear lol
-1,house book sit haha cry
1,mind lol hurt yall gettin
-1,pic weekend time http lot wine flickr
-1,dance love
-1,street run
-1,haha learn
1,evening bed tomorrow packing
1,half start time aww concert
1,suit bathing
1,sunday miss
-1,interview hope
-1,follower follow friend
1,city night love listen song concert
-1,hold haha
-1,lil night lol butt
-1,follower follow tweet thx join send notice
-1,leave wake love
1,girl miss haha love
-1,laptop day
-1,idea leave
1,read update
1,sun bit shoot photo
-1,live hey http ustre add list
-1,walk time http weather dinner
1,shit miss night hope check gig question
1,summer run school love morning peace kill
1,jeans pair
-1,goin day night bed tomorrow
-1,walk shower lol book read twitter
-1,watch vote lol
1,hug guy hope week
-1,rain pour weather
-1,stay guy bit love smile
1,tonight start kid bed
-1,party week heart
-1,party hour friend haha birthday power
1,move weekend miss people finish hit packing
-1,summer day start bed class tomorrow math pray
-1,town call
-1,realize lol forget friday class join wanna
1,record hope call
-1,chill eat break
1,hour bed sleep
-1,hug tomorrow
-1,live happen life fail exam revise
-1,fan page feel fun morning
-1,book time decide
1,kid watch feeling stay home church movie
1,fun drive movie
1,hour feel head
-1,feel hmm learn
1,update morning office
1,hour time fun home luck
-1,track love bit
-1,people friend
-1,kid guess
1,guess people
1,cell phone
-1,stuff tweet
1,dream wake mom
1,talk idea lol haha facebook
1,kristen stewartkris beg follow communicate love
-1,peace love time decide addict rock
-1,text haha
1,sigh miss
-1,sing music
-1,talk night call
1,crush lol party mom friend stand son
1,mine morning read visit
-1,hour job enjoy lol lot
1,girl watch rock wake morning
1,home wit hurry
1,yesterday god
-1,episode watch hannah yesterday david archuleta
-1,skool day school
-1,hair love read
-1,time land wait
1,cookie love miss school
1,yay week day time school holiday bore
-1,day birthday
-1,phone hope
-1,sound fun home night july
-1,sun office
-1,week check
-1,water http support
-1,feel weight gain
1,stuff check video
1,service time blog update send
-1,follower start lol week
1,start leave http wear clothes
-1,party tomorrow schedule
-1,miss guess
-1,pick leave love
-1,sunday day morning breakfast bird
1,hey miss photo
-1,sun day time sky begin
-1,read post
-1,bone watch love
1,ppl time deal cut kill tear
-1,blip http pay money hope video nite
-1,shit fuck
-1,job love
-1,day start yesterday count hope mood
-1,treat love girl morning danny mommy chicago
-1,hour day hope wake
1,mine friend morning life wow car kill accident
1,bout movie hangover
-1,girl omg lol jona
-1,miss tweet office
1,catch lot love fire send
-1,summer hour plan visit check store change
-1,guy sleep
-1,life god feel air
-1,listen head heart remember
1,weekend home night bit mess attack
-1,life eat
-1,saturday watch lol friend drink ice roll
-1,chill time feel house http music relax
1,party boy home music money
1,perform watch
1,hair hate wake
-1,hahaha lol gonna sleep bed
1,lose tomorrow
1,feel fever
1,family flight france air love send passenger
1,library book time hope write letter
-1,pass car love gotta people
-1,chillin love couple
1,dress wear
1,day vacation tomorrow
1,sunday day morning tomorrow happen relax
1,drink home gettin
-1,baby life day miss lol fix count
-1,yesterday fun school tomorrow doctor
1,monday fun home lol school gonna hurt hell kill foot drop
-1,hear wait visit
-1,boy play music sleep hand
-1,history lol exam sit hope college luck
1,hop hip kid music
1,stuff lol lose
-1,touch stay
1,playing game call step duty
1,dont sleep hour afternoon head fuck
-1,hour stay guess
1,time stuff tomorrow
-1,card time lol
1,ipod touch
-1,pool kid
1,sunday church
-1,star day love care
1,life week day
1,hate week omg haha tomorrow
-1,yay weekend day enjoy schedule
1,start dog head school bit tomorrow
-1,earn shareholder dividend asia money join recommend
1,blog leave office
-1,bro lol watch reply iphone
-1,til watch miss home mom
-1,hour day run minute class training
-1,day house world lord
1,wait guess
-1,update link
1,dog hope
-1,vid day http bit happen lord fav cuz
-1,hahaha feel miss lol beach house bit wow
1,start leave school
-1,tonight leave
-1,baby wait coffee drinking cup breakfast pack
1,feel pain forget people
-1,rest watch twitter tomorrow mtv forget class
-1,yay lol card fix
-1,week wait school bore
1,follower pay hey twitter lol bill eat hmm
-1,rest start tomorrow cook chicken dinner mom roll
-1,song miss head lol david
1,eye http download
1,day watch home friend movie bore
1,week house wait plane
1,phone drop
1,tonight feel gonna sleep
1,bee sting eat dog
1,cool wait yea sign class
-1,site add link
-1,cover lol love world join doin
1,food miss lot pain
1,sort time bed school
-1,read twitter check
1,hour meeting
1,chapter book finish
-1,yea love
1,game play
1,hit life leave
1,day camp
1,sister day buy
1,time lol
1,sigh week word stress assignment essay
1,chance lol add roll bet
1,shit sleep
-1,follower pay day vip add train
1,realize follow
1,suck ugh omg movie boy die
-1,tonight meet drink
-1,quote love remember send
1,stop song add play itune update
1,cat wake head
1,flu swine lol love hate run watch people
1,hope class
1,service miss tweet
-1,eye dog fun puppy
-1,gonna lot
-1,week stuff hope
